chrI	12680	12727	1	1	1	0	7	24
chrI	12728	12823	1	1	1	0	3	20
chrI	72115	72912	2	2	1	49	19	13
chrI	87388	87500	1	1	1	66	0	23
chrI	142254	142619	1	1	1	373	0	24
chrI	151007	151096	2	2	1	2	0	13
chrI	205751	206155	2	2	1	0	1	16
chrII	5120	5335	2	2	1	0	2	13
chrII	45645	45977	1	1	1	31	0	20
chrII	47059	47146	2	2	1	1	0	3
chrII	60194	60697	2	2	1	23	0	23
chrII	89133	89440	2	2	1	1	0	12
chrII	110421	110505	2	2	1	3	0	17
chrII	110880	110948	1	1	1	10	0	24
chrII	125155	125270	1	1	1	26	0	24
chrII	142750	142846	2	2	1	3	0	22
chrII	168425	168808	1	1	1	3	0	24
chrII	168649	168808	1	1	1	1	0	20
chrII	170621	170804	1	1	1	1	0	16
chrII	170677	170757	1	1	1	4	0	24
chrII	170677	170804	1	1	1	78	0	25
chrII	186353	186427	2	2	1	3	0	25
chrII	222635	222635	0	0	1	0	1	2
chrII	332876	333386	1	1	1	162	0	24
chrII	333321	333386	1	1	1	1	0	23
chrII	342699	342789	1	1	1	3	0	17
chrII	393181	393510	1	1	1	115	0	25
chrII	407028	407122	2	2	1	94	0	24
chrII	414754	415259	2	2	1	10	0	18
chrII	426517	426630	2	2	1	1	0	19
chrII	427999	429776	1	1	1	1	3	16
chrII	443706	443833	2	2	1	16	0	19
chrII	462210	462289	1	1	1	27	0	24
chrII	462430	462499	1	1	1	51	6	24
chrII	464130	464207	2	4	1	3	4	20
chrII	464184	464213	2	4	1	0	8	18
chrII	479346	479434	1	1	1	2	0	17
chrII	592417	592768	2	2	1	2	0	14
chrII	602104	602216	1	1	1	1	0	14
chrII	604515	604927	1	1	1	19	0	23
chrII	606281	606668	1	1	1	4	0	15
chrII	653369	653452	1	1	1	1	0	23
chrII	704232	704357	1	1	1	2	0	16
chrII	726918	727011	2	2	1	6	0	25
chrIII	70622	70645	1	1	1	1	0	12
chrIII	101634	101700	2	2	1	17	0	25
chrIII	107192	107287	1	1	1	84	0	23
chrIII	111558	111633	2	2	1	5	0	23
chrIII	173116	173198	2	2	1	38	0	24
chrIII	177907	178213	2	2	1	1	0	20
chrIII	293940	293993	1	1	1	13	0	23
chrIII	294240	294291	1	1	1	34	0	22
chrIV	60479	61787	2	2	1	1	0	14
chrIV	65307	65377	1	1	1	2	0	8
chrIV	117667	118157	1	1	1	7	0	24
chrIV	122078	122167	1	1	1	1	0	14
chrIV	122078	122176	1	1	1	5	0	22
chrIV	216158	216489	1	1	1	85	0	20
chrIV	217603	218007	1	1	1	21	0	24
chrIV	230020	230320	1	1	1	544	0	25
chrIV	239399	239509	2	2	1	53	0	19
chrIV	246276	246415	1	1	1	1	0	13
chrIV	254956	255044	2	2	1	2	0	13
chrIV	254975	255044	2	2	1	6	0	19
chrIV	267726	267806	1	1	1	4	0	16
chrIV	307334	307765	2	2	1	20	0	22
chrIV	308428	308792	1	1	1	2	0	9
chrIV	314045	314336	2	2	1	3	0	10
chrIV	322283	322703	1	1	1	139	0	24
chrIV	337525	337634	1	1	1	2	0	19
chrIV	399362	399484	1	1	1	1	0	6
chrIV	431387	431472	2	2	1	21	0	23
chrIV	451412	451490	2	2	1	3	0	22
chrIV	451976	452079	2	2	1	1	0	24
chrIV	458018	458097	2	2	1	5	0	24
chrIV	491560	491898	1	1	1	143	0	23
chrIV	493649	493759	2	2	1	1	0	17
chrIV	569634	569723	2	2	1	7	0	24
chrIV	579479	580017	1	1	1	37	0	24
chrIV	601097	601139	2	2	1	0	1	18
chrIV	601100	601166	2	2	1	0	1	15
chrIV	629906	630173	1	1	1	6	0	24
chrIV	649821	649821	0	0	1	0	1	14
chrIV	652781	653523	1	1	1	6	0	22
chrIV	676272	676405	1	1	1	2	0	12
chrIV	715248	715358	2	2	1	2	0	25
chrIV	733703	733775	2	2	1	163	0	25
chrIV	757455	757647	2	2	1	0	1	24
chrIV	757455	757860	2	2	1	0	1	24
chrIV	758865	759440	2	2	1	0	47	16
