chrI	12680	12727	1	1	1	0	3	24
chrI	12728	12823	1	1	1	0	8	24
chrI	72080	72796	1	1	1	0	3	12
chrI	87388	87500	1	1	1	71	0	23
chrI	142254	142619	1	1	1	431	0	24
chrI	151007	151096	2	2	1	2	0	24
chrI	206113	206382	1	1	1	0	3	24
chrII	5120	5335	2	2	1	0	3	22
chrII	45645	45977	1	1	1	51	0	20
chrII	60194	60697	2	2	1	24	0	21
chrII	88865	89800	1	1	1	0	1	12
chrII	110421	110505	2	2	1	3	0	21
chrII	110880	110948	1	1	1	6	0	16
chrII	125155	125270	1	1	1	12	0	24
chrII	137688	138007	2	2	1	1	1	16
chrII	142750	142846	2	2	1	3	0	21
chrII	170677	170757	1	1	1	3	0	25
chrII	170677	170804	1	1	1	68	0	25
chrII	186353	186427	2	2	1	3	0	23
chrII	257636	257821	2	2	1	1	0	23
chrII	332876	333386	1	1	1	145	0	24
chrII	339879	340116	2	2	1	1	0	23
chrII	342699	342806	1	1	1	1	0	22
chrII	366503	366584	2	2	1	1	0	3
chrII	393181	393510	1	1	1	168	0	25
chrII	407028	407122	2	2	1	132	0	24
chrII	414754	415259	2	2	1	9	0	12
chrII	443706	443833	2	2	1	11	0	13
chrII	462210	462289	1	1	1	31	0	24
chrII	462430	462499	1	1	1	41	5	24
chrII	592417	592768	2	2	1	1	0	19
chrII	604515	604927	1	1	1	16	0	24
chrII	606281	606668	1	1	1	5	0	19
chrII	679943	680039	2	2	1	1	0	25
chrII	680945	680967	2	2	1	1	0	20
chrII	726918	727011	2	2	1	7	0	25
chrIII	70622	70645	1	1	1	2	1	19
chrIII	83033	84111	2	2	1	0	2	12
chrIII	83033	84337	2	2	1	0	2	12
chrIII	83033	84853	2	2	1	0	2	12
chrIII	101634	101700	2	2	1	22	0	25
chrIII	107034	107110	1	1	1	1	0	4
chrIII	107192	107287	1	1	1	64	0	24
chrIII	108111	108593	1	1	1	1	0	21
chrIII	111558	111633	2	2	1	1	0	22
chrIII	173116	173198	2	2	1	29	0	24
chrIII	177907	178213	2	2	1	3	0	16
chrIII	293940	293993	1	1	1	10	0	23
chrIII	293940	294007	1	1	1	1	0	14
