chrI	12680	12727	1	1	1	0	5	24
chrI	87388	87500	1	1	1	73	0	23
chrI	142254	142619	1	1	1	326	0	24
chrI	142254	143349	1	1	1	1	0	17
chrI	151007	151096	2	2	1	5	0	24
chrII	45645	45977	1	1	1	32	0	24
chrII	60194	60697	2	2	1	36	0	23
chrII	110421	110505	2	2	1	2	0	17
chrII	110880	110948	1	1	1	7	0	18
chrII	125155	125270	1	1	1	12	0	24
chrII	168425	168808	1	1	1	3	0	22
chrII	170621	170804	1	1	1	1	0	22
chrII	170677	170757	1	1	1	1	0	20
chrII	170677	170804	1	1	1	80	0	25
chrII	186353	186427	2	2	1	4	0	25
chrII	332876	333386	1	1	1	142	0	24
chrII	333321	333386	1	1	1	1	0	18
chrII	393181	393507	1	1	1	1	0	19
chrII	393181	393510	1	1	1	211	0	25
chrII	407028	407122	2	2	1	98	0	24
chrII	414754	415259	2	2	1	12	0	24
chrII	443706	443833	2	2	1	9	0	15
chrII	462210	462289	1	1	1	18	0	24
chrII	462430	462499	1	1	1	31	2	24
chrII	464084	464359	1	1	1	0	1	13
chrII	479346	479434	1	1	1	1	0	9
chrII	482100	482223	1	1	1	0	1	12
chrII	592417	592768	2	2	1	4	0	19
chrII	602104	602216	1	1	1	1	0	16
chrII	604515	604927	1	1	1	13	0	21
chrII	606175	606668	1	1	1	1	0	12
chrII	606281	606668	1	1	1	16	0	21
chrII	643489	643925	1	1	1	1	0	15
chrII	726918	727011	2	2	1	14	0	25
chrII	779875	780366	2	2	0	0	1	21
chrIII	70622	70645	1	1	1	5	1	18
chrIII	83033	84111	2	2	1	0	1	12
chrIII	83033	84337	2	2	1	0	1	12
chrIII	83033	84853	2	2	1	0	1	12
chrIII	98036	99718	1	1	1	1	0	18
chrIII	101634	101700	2	2	1	14	0	25
chrIII	101643	101700	2	2	1	1	0	22
chrIII	107192	107287	1	1	1	90	0	23
chrIII	108111	108593	1	1	1	1	0	15
chrIII	111558	111633	2	2	1	6	0	23
chrIII	173116	173198	2	2	1	27	0	24
chrIII	293940	293993	1	1	1	14	0	18
chrIII	293940	294007	1	1	1	2	0	19
chrIII	294240	294291	1	1	1	15	0	24
chrIV	65307	65377	1	1	1	5	0	24
chrIV	117667	118157	1	1	1	10	0	20
chrIV	122078	122176	1	1	1	5	0	25
chrIV	216158	216489	1	1	1	59	0	20
chrIV	216158	216491	1	1	1	1	0	20
chrIV	217603	218007	1	1	1	9	0	22
chrIV	230020	230320	1	1	1	578	0	25
chrIV	239399	239509	2	2	1	31	0	20
chrIV	246276	246415	1	1	1	2	0	15
chrIV	254975	255044	2	2	1	4	0	13
chrIV	267726	267806	1	1	1	3	0	20
chrIV	268909	269043	2	2	1	1	0	17
chrIV	307334	307765	2	2	1	11	0	24
chrIV	308428	308792	1	1	1	6	0	18
chrIV	314045	314336	2	2	1	2	0	9
chrIV	322283	322703	1	1	1	90	0	24
chrIV	337525	337634	1	1	1	8	0	19
chrIV	392593	392730	1	1	1	1	0	15
chrIV	399362	399484	1	1	1	1	0	10
chrIV	431387	431472	2	2	1	14	0	25
chrIV	451959	452079	2	2	1	1	0	24
chrIV	458018	458097	2	2	1	5	0	24
chrIV	491560	491898	1	1	1	168	0	24
chrIV	569634	569723	2	2	1	2	0	22
chrIV	579479	580017	1	1	1	29	0	25
chrIV	601097	601139	2	2	1	0	2	18
chrIV	601100	601166	2	2	1	0	2	15
chrIV	616911	617457	2	2	1	1	0	14
chrIV	629906	630173	1	1	1	10	0	22
chrIV	652781	653523	1	1	1	7	0	23
chrIV	676272	676405	1	1	1	1	0	20
chrIV	715248	715358	2	2	1	7	0	25
chrIV	733703	733775	2	2	1	139	0	25
chrIV	758865	759440	2	2	1	0	29	16
chrIV	758865	759632	2	2	1	0	27	16
chrIV	759057	759440	2	2	1	0	29	16
chrIV	759057	759632	2	2	1	0	27	16
chrIV	788438	788751	2	2	1	1	0	12
chrIV	792420	794000	2	2	1	1	0	22
chrIV	892734	893512	1	1	1	0	1	15
chrIV	909747	911389	2	2	1	1	0	14
chrIV	933976	934133	1	1	1	1	0	14
chrIV	955004	955074	2	2	1	1	0	12
chrIV	1103810	1103892	1	1	1	2	0	19
chrIV	1208302	1208302	0	0	1	0	1	17
chrIV	1212878	1212978	1	1	1	1	0	23
chrIV	1236843	1237608	1	1	1	38	0	25
chrIV	1266770	1266861	2	2	1	34	0	22
chrIV	1319618	1319697	2	2	1	14	0	21
chrIV	1319721	1319816	2	2	1	8	0	21
chrIV	1355237	1355550	2	2	1	1	0	11
chrIV	1359970	1360404	1	1	1	11	0	24
chrIV	1401801	1402184	1	1	1	21	0	24
chrIV	1527482	1527779	1	1	1	0	1	20
chrIV	1527494	1527553	2	2	1	0	3	14
chrIX	4914	4974	1	1	1	0	3	14
chrIX	68716	69149	1	1	1	6	0	25
chrIX	99096	99385	2	2	1	12	0	21
chrIX	127662	128148	1	1	1	6	0	21
chrIX	128525	128677	2	2	1	0	1	16
chrIX	128528	128677	2	2	1	0	1	16
chrIX	155223	155310	1	3	1	4	0	22
chrIX	166435	166519	1	1	1	3	0	16
chrIX	231958	232366	2	2	1	13	0	22
chrIX	256555	257026	2	2	1	21	218	24
chrIX	261690	261815	1	1	1	1	0	22
chrIX	261724	261815	1	1	1	1	0	24
chrIX	316772	317171	1	1	1	2	0	24
chrIX	366557	366592	1	1	1	3	65	25
chrMito	13987	16434	2	6	1	58	0	21
chrMito	16471	18953	0	0	1	79	0	25
chrMito	18992	20507	0	0	1	73	0	24
chrMito	20985	21994	0	0	1	140	3	24
chrMito	22247	23611	0	0	1	55	0	23
chrMito	23747	25317	0	0	1	53	0	23
chrMito	25343	26228	2	6	1	143	0	23
chrMito	36955	37722	2	6	1	365	0	21
chrMito	37737	39140	0	0	1	170	0	22
chrMito	39218	40840	0	0	1	60	0	24
chrMito	41091	42507	0	0	1	103	0	24
chrMito	42559	43296	0	0	1	72	0	24
chrMito	60725	61867	0	0	1	56	0	25
chrV	100992	101139	1	1	1	0	27	12
chrV	131777	131899	1	1	1	7	0	24
chrV	194043	194203	2	2	1	1	2	19
chrV	269752	270148	2	2	1	7	218	24
chrV	306326	306791	1	1	1	2	0	20
chrV	307747	307848	1	1	1	45	0	25
chrV	307957	308067	1	1	1	31	0	24
chrV	348202	348276	2	2	1	20	0	21
chrV	396811	397281	1	1	1	20	0	20
chrV	432672	433196	1	1	1	99	0	24
chrV	442122	442447	1	1	1	1	0	20
chrV	447722	447722	0	0	1	0	1	2
chrV	545398	546453	1	1	1	1	0	16
chrVI	54378	54686	2	2	1	347	0	24
chrVI	63860	63973	2	2	1	4	0	10
chrVI	64600	64920	2	2	1	3	0	20
chrVI	75840	76091	0	0	1	4	0	13
chrVI	203293	203386	2	2	1	3	0	10
chrVI	221268	221414	2	2	1	8	0	20
chrVI	223441	223771	2	2	1	10	0	18
chrVI	242010	242081	1	1	1	1	0	20
chrVII	62132	62189	1	1	1	6	0	17
chrVII	72989	73137	2	2	1	3	0	19
chrVII	148599	148767	2	2	1	1	0	15
chrVII	148599	148966	2	2	1	2	0	24
chrVII	150184	150525	2	2	1	2	0	21
chrVII	167355	167435	1	1	1	2	0	14
