chrI	12536	12583	1	1	1	0	1	24
chrI	12536	12679	1	1	1	0	1	24
chrI	12680	12727	1	1	1	0	5	15
chrI	26161	26430	1	1	1	0	6	18
chrI	87388	87500	1	1	1	93	0	23
chrI	139559	140056	2	2	1	4	182	20
chrI	140406	140514	2	2	1	0	2	19
chrI	142254	142619	1	1	1	460	0	24
chrI	142254	143349	1	1	1	1	0	20
chrI	151007	151096	2	2	1	7	0	24
chrI	204941	205210	2	2	1	0	6	18
chrI	205751	206155	2	2	1	0	2	21
chrII	5120	5335	2	2	1	0	2	22
chrII	45645	45977	1	1	1	48	0	20
chrII	60194	60697	2	2	1	24	0	21
chrII	89133	89440	2	2	1	3	0	18
chrII	110421	110505	2	2	1	2	0	12
chrII	110880	110948	1	1	1	7	0	18
chrII	125155	125270	1	1	1	20	0	24
chrII	142750	142846	2	2	1	1	0	3
chrII	168425	168808	1	1	1	5	0	19
chrII	170677	170757	1	1	1	5	0	24
chrII	170677	170804	1	1	1	91	0	25
chrII	186353	186427	2	2	1	3	0	20
chrII	291328	291369	2	2	1	2	3	18
chrII	332876	333386	1	1	1	188	0	24
chrII	366503	366584	2	2	1	2	0	22
chrII	393181	393510	1	1	1	230	0	25
chrII	407028	407122	2	2	1	155	0	24
chrII	414754	415259	2	2	1	16	0	18
chrII	426517	426630	2	2	1	2	0	23
chrII	443706	443833	2	2	1	10	0	19
chrII	462210	462289	1	1	1	38	0	24
chrII	462430	462499	1	1	1	48	6	24
chrII	464054	464359	1	1	1	1	2	13
chrII	479346	479434	1	1	1	1	0	17
chrII	602104	602216	1	1	1	1	0	22
chrII	604515	604927	1	1	1	18	0	23
chrII	606281	606668	1	1	1	10	0	12
chrII	726918	727011	2	2	1	5	0	25
chrII	779875	780366	2	2	1	0	3	24
chrII	779875	780369	2	2	1	0	1	21
chrII	779875	780402	2	2	1	0	1	19
chrIII	70622	70645	1	1	1	2	0	18
chrIII	101634	101700	2	2	1	23	0	25
chrIII	107192	107287	1	1	1	80	0	24
chrIII	111558	111633	2	2	1	6	0	23
chrIII	173116	173198	2	2	1	36	0	24
chrIII	177907	178213	2	2	1	3	0	20
chrIII	293940	293993	1	1	1	20	0	22
chrIII	293944	294007	1	1	1	1	0	20
chrIII	294240	294291	1	1	1	21	0	22
